id,name,dk_number,sb_number,type,material_main,material_sub,dating,dating_certainty,find_place,find_place_certainty,find_year,transliteration,transcription,translation_danish,translation_english,rune_typology,rune_typology_certainty,language_type,inscription_placement,images_count,url,dating_comment,find_circumstances,owner_institution,storage_location,condition,translation_comment,reading_comment,rune_height,script_arrangement,ornamented,separator_type,archaeological_period,other_number,title,images_urls,local_images_count,local_images_paths,literature_count,literature_refs
69,Vejerslev-gravstenMJy 9,MJy 9,81,Gravsten,Sten,Granit,1100-1250,Nogenlunde Sikker,130512: Vejerslev,Sikker,1769,iuar : hio : runa : þesa : yvær : skalmi : broþær sin :,,Iver huggede disse runer over sin bror Skalme.,"Ívarr cut these runes over Skalmir, his brother.",Middelalder (M),Sikker,Gammeldansk,På stenens bredside.,2,https://runer.ku.dk/q.php?p=runer/genstande/genstand/69,Sprog- og runetypologi tyder på den sene del af perioden.,"Fundet på indersiden af det vestlige kirkegårdsdige, i 1930 lå den foran den vestlige kirkemur til højre for indgangsdøren.",Kirken (menighedsrådet),Stående i niche (syddøren) i skibets sydlige mur.,,,,10-13 cm,Langs højre sten kant og op langs stenkonturen,No,Enkelt punkt,Middelalder,,Vejerslev-gravsten,https://cms.ku.dk/bootstrap/images/branding/faelles.svg; https://runer.ku.dk/projects/runer/RunerKUdk_userfiles/image/ImgCache/69/rune06b_102.jpg,2,runer_ku_images\69_0.jpg; runer_ku_images\69_1.jpg,0,
1005,Vejlby-kvaderstenMJy 43,MJy 43,,Bygningssten,Sten,Kridtsten/kalksten,1100-1536,Nogenlunde Sikker,140213: Vejlby,Sikker,1887,Indskrifterne har ikke været undersøgt runologisk.,,Indskrifterne har ikke været undersøgt runologisk.,,Middelalder (M),Sikker,Utolket,I kirkens nordlige portal i den østlige side.,1,https://runer.ku.dk/q.php?p=runer/genstande/genstand/1005,,"Under en rejse i 1887 har Magnus Petersen optegnet en ""nylig fremkommet Runeskrift..., som indtil for kort Tid siden var helt tilmuret.""",Kirken (menighedsrådet),In situ.,Delvis tilmuret af en nyere dør.,"Der er tale om flere indskrifter og skriftefterligninger. Enkelte steder kan der muligvis læses 'mria' ""Maria"".",,,"For det meste lineær, men også ristet oveni hinanden.",Yes,Usikkert skilletegn,Middelalder,,Vejlby-kvadersten,https://cms.ku.dk/bootstrap/images/branding/faelles.svg,1,runer_ku_images\1005_0.jpg,0,
64,Vejlby-stenMJy 73,MJy 73,10,Runesten,Sten,Granit,970-1020,Nogenlunde Sikker,150309: Vejlby,Sikker,Kendt siden *Worms tid,þuþkil : risþi : stn þansi : uftiR : tufa : mak : sin,,"Thydkil rejste denne sten efter Tue, sin *måg.","Þjóðkell raised this stone in memory of Tófi, his kinsman-by-marriage.","Vikingetid (V), Vikingetid (V)",Nogenlunde Sikker,Olddansk,Indskriften er anbragt på stenens ene bredside.,2,https://runer.ku.dk/q.php?p=runer/genstande/genstand/64,Indskrift og kors antagelig samtidige.,"Runestenen blev fundet ved pløjning på en mark i Vejlby ved en næsten jævnet høj ""Grydhøj"". Det er ukendt, om stenen har stået på eller ved højen. Efter længe at have været forsvundet, blev stenen genfundet i havnen i Århus i 1859.",Moesgård Museum,Moesgård Museums runehal.,Den nederste runeløse del af stenen er kløvet fra.,"Ordet måg betegner i runesproget en mandlig slægtning gennem giftermål, d.v.s. en svoger, svigerfader eller stedfar.","m-rune med rundt hoved, øftiR, stn med udeladelse af i",14-15 cm,Indskriften læses *bustrofedon i en sammenhængende linje begyndende i stenens nederste venstre hjørne.,Yes,"Enkelt punkt, To punkter",Yngre vikingetid,,Vejlby-sten,https://cms.ku.dk/bootstrap/images/branding/faelles.svg; https://runer.ku.dk/projects/runer/RunerKUdk_userfiles/image/ImgCache/64/rune06b_104.jpg,2,runer_ku_images\64_0.jpg; runer_ku_images\64_1.jpg,0,
108,Vejlby-sten† (Sønderhald h)MJy 64,MJy 64,,Gravsten,Sten,Ubestemt,1100-1300,Usikker,141017: Vejlby,Usikker,1623,[...],,Tvivlsom indskrift.,...,Ubestemt,Sikker,[fejl],,2,https://runer.ku.dk/q.php?p=runer/genstande/genstand/108,Der er formentlig tale om en gravsten fra romansk tid.,Der eksisterer kun Albret Holst's tegning af runerne på den tabte sten.,Ikke valgt,Tabt.,"Der er næppe tale om en nu tabt runesten, idet Albert Holts ""rune""aftegninger i præsteindberetningere fra Århus Stift 1623 må vurderes som upålidelige, hvilket allerede Ole Worm var klar over (Moltke 1958:176ff.). Der er iflg. Moltke ""næsten med sikkerhed ikke tale om en runesten"" (Moltke:177)",,,,,No,[fejl],Ældre middelalder,,Vejlby-sten† (Sønderhald h),https://cms.ku.dk/bootstrap/images/branding/faelles.svg; https://runer.ku.dk/projects/runer/RunerKUdk_userfiles/image/ImgCache/108/Vejlby-sten-red.jpg,2,runer_ku_images\108_0.jpg; runer_ku_images\108_1.jpg,0,
41,Vejle-økseSJy 9,SJy 9,,Amulet,Sten,Ubestemt,1100-1660,Nogenlunde Sikker,170815: Vejle,Usikker,1892,lyfætyiø,,Næppe sprogligt meningsgivende.,...,Middelalder (M),Nogenlunde Sikker,Andet,På øksens ene side.,2,https://runer.ku.dk/q.php?p=runer/genstande/genstand/41,Runetypologisk datering.,Fundet på en mark nær Vejle.,"Det Kongelige Bibliotek, Håndskriftafdelingen",Collectio Wimmeriana.,,Måske tordensten (mod lynnedslag).,"Translittereret som middelalderruner med y, æ og ø.",,Fra venstre mod højre.,Yes,Ingen skilletegn,Middelalder el. renæssance,,Vejle-økse,https://cms.ku.dk/bootstrap/images/branding/faelles.svg; https://runer.ku.dk/projects/runer/RunerKUdk_userfiles/image/ImgCache/41/rune06b_111.jpg,2,runer_ku_images\41_0.jpg; runer_ku_images\41_1.jpg,0,
610,"Vendsyssel-brakteatNJy IK 312,2","NJy IK 312,2",,Brakteat,Metal,Guld,450-540,Nogenlunde Sikker,,Usikker,1975,-uþaþit-ih -ilald (t)-uiuu-(t)w-,,... wílald(?) ...,... wílald(?) ...,Urnordisk (U),Sikker,Urnordisk,I randbåndet som omslutter motivet.,3,https://runer.ku.dk/q.php?p=runer/genstande/genstand/610,,"Brakteatens fundomstændigheder er ukendte. Ifølge IK er placeringen i Vendsyssel kun en formodning. Inden brakteaten blev indleveret, har den gennem længere tid være i privateje (Hauck et al. 1986:Bd.2:148).",Nationalmuseet,,God stand,"I 'Runes and their Origin' omtaler Moltke denne brakteat som stempel-identisk med Over Hornbæk 3. Det er formentlig en slåfejl; Det er Over Hornbæk 2 Vendsyssel-brakteaten er stempel-identisk med.
Ottar Grønvik (1996: 211ff.) giver en alternativ tolkning der ikke er fulgt her.
Illustration: IK
Foto: Lennart Larsen",,,,Yes,Ingen skilletegn,Ældre germansk jernalder,EM85;521,Vendsyssel-brakteat,"https://cms.ku.dk/bootstrap/images/branding/faelles.svg; https://runer.ku.dk/projects/runer/RunerKUdk_userfiles/image/ImgCache/610/Vendsyssel sogn 312,2.jpg; https://runer.ku.dk/projects/runer/RunerKUdk_userfiles/image/ImgCache/610/1Vendsyssel_Lennart Larsen NatMus.jpg",3,runer_ku_images\610_0.jpg; runer_ku_images\610_1.jpg; runer_ku_images\610_2.jpg,0,
822,Vennebjerg-kalkristningNJy 18,NJy 18,,Kalkristning,Andet,Kalkpuds,1100-1200,Nogenlunde Sikker,100618: Vennebjerg,Sikker,1999,(-)(-)--- : (-)ui : p(a)lær(-)i (:) -- | -... h(i)k lokus (:)- | kantu : ti ...(-),,... dette sted ...,... this place ...,Middelalder (M),Sikker,Latin,I korets nordvæg 60-91 cm fra vestvæggen og 145-171 cm over det nuværende stengulv.,2,https://runer.ku.dk/q.php?p=runer/genstande/genstand/822,"Runerne synes at stamme fra opførelsen af det romanske kor, idet de er ristet i det ældste kalklag og skærer ned i det oprindelige pudslag.",Runerne blev opdaget ved en vægreparation i korets nordvestlige hjørne. Runerne blev frilagt i 1999 og 2000 i forbindelse med kirkearkæologisk undersøgelse. En akrylplade er opsat for at beskytte indskriften.,Kirken (menighedsrådet),In situ.,Delvis dårligt bevaret.,"Svage mindelser om den fra andre kalkristninger kendte latinske sentens, ""Hic locus est horum, qui cantant, non aliorum."" 'Dette sted er deres, som synger, ej andres.'",Indskriften er ret ødelagt af skader i kalkpudsen.,"2,5-4 og 6-8 cm","Vandrette linjer under hinanden. Måske er der tale om to forskellige ristere, da den nederste linje står med meget mindre runer.",No,"Enkelt punkt, To punkter",Ældre middelalder,NOR2002;7,Vennebjerg-kalkristning,https://cms.ku.dk/bootstrap/images/branding/faelles.svg; https://runer.ku.dk/projects/runer/RunerKUdk_userfiles/image/ImgCache/822/rune06b_112.jpg,2,runer_ku_images\822_0.jpg; runer_ku_images\822_1.jpg,0,
153,Vesløs-gravstenNJy 42,NJy 42,,Gravsten,Sten,Granit,1100-1250,Nogenlunde Sikker,110709: Vesløs,Sikker,1881,niklas,,Niklas.,Nikulás.,Ubestemt,Sikker,Gammeldansk,Nederst på stenen eller ved den nuværende placering øverst.,2,https://runer.ku.dk/q.php?p=runer/genstande/genstand/153,Stilhistorisk datering til romansk tid.,Fundet på kirkegården syd for det vestlige hjørne. Efter udgravning blev den muret ned i våbenhusets gulv.,Kirken (menighedsrådet),"Stenen er muret ned i våbenhusets gulv på højkant, så den står på hovedet lodret.",,,,"6,2-6,7 cm",Vandret mellem rammestreger med fødderne ud mod kanten.,Yes,Ingen skilletegn,Ældre middelalder,,Vesløs-gravsten,https://cms.ku.dk/bootstrap/images/branding/faelles.svg; https://runer.ku.dk/projects/runer/RunerKUdk_userfiles/image/ImgCache/153/rune06b_116.jpg,2,runer_ku_images\153_0.jpg; runer_ku_images\153_1.jpg,0,
1066,Vester Egesborg-kamSj 103,Sj 103,17,Kam,Andet,Ubestemt,600-800,Nogenlunde Sikker,050412: Vester Egesborg,Sikker,2011,iu-R þ-,,Indskriften er for fragmentarisk til at kunne tolkes.,,Senurnordisk (U),Sikker,Utolket,På den ene flade side i længderetningen.,2,https://runer.ku.dk/q.php?p=runer/genstande/genstand/1066,"Pladsen rummer fund fra yngre jernalder (600-900-tallet), og kamfragmentet er fundet i et grubehus med fund dateret til yngre germansk jernalder og ældre vikingetid. Det er meget vanskeligt at datere kammen nærmere, både ud fra konteksten og kamtypen, men ud fra runeformerne at dømme, er det mest sandsynligt at kammen skal dateres til den sene jernalder.",Fundet af Jens Ulriksen ved gennemgang af fund fra udgravninger til publicering.,Næstved Museum,Næstved Museum.,Fragment.,,"Rune 1 har en skade midt på hovedstaven, som kunne se ud som en stingning, men den har en diffus karakter og tolkes derfor som en skade.
Rune 2 er en u-rune med ret parallelle hovedstave.
Rune 3 har en treleddet form med skråtstillede stave, hvorfor det ville være naturligt at translittere den som en normal s-rune fra ældre germansk jernalder. I yngre germansk jernalder ville man for s-runen forvente et lodretstillet s som i vikingetids-futharken. Teknisk set er der også mulighed for at translitterere med et a, selv om den i så fald har en noget skæv form, idet denne form ses i udviklingen af j-runen, som lydligt udvikles til /a/ i løbet af yngre jernalder.
Rune 4 har opadvendte bistave som i yngre romersk og ældre germansk jernalder og som på Istaby-stenen i Blekinge. I yngre germansk jernalder forventer man, at bistavene på R-runen ville pege nedad – sådan ser runen i hvert fald ud i arkæologisk daterede indskrifter.
Rune 5 ser ved første øjekast ud til ikke at have hovedstav i fuld højde, men kan konstateres at have fuld højde under mikroskop. 
I mikroskopet kan man også se, at der er endnu en rest af en rune i brudkanten i venstre side af indskriften. 
Mellem rune 2 og 3 er der øverst en lille lodret streg, som har samme karakter som runerne. Det kan dog ikke afgøres, om den hører til indskriften som en slags skilletegn, men det ville være et mærkeligt sted at placere et sådant.",,Venstrevendt.,Yes,Ingen skilletegn,Yngre germansk jernalder,,Vester Egesborg-kam,https://cms.ku.dk/bootstrap/images/branding/faelles.svg; https://runer.ku.dk/projects/runer/RunerKUdk_userfiles/image/ImgCache/1066/Vester Egesborg 2-lille.jpg,2,runer_ku_images\1066_0.jpg; runer_ku_images\1066_1.jpg,0,
1006,Vester Tørslev-kalkristning 1MJy 53,MJy 53,,Kalkristning,Andet,Kalkpuds,1100-1200,Nogenlunde Sikker,140610: Vester Tørslev,Sikker,1949,auar : æ : irsta | laklaln : am | æ--læsoæ,,Utolket,,Middelalder (M),Sikker,Utolket,På korbuens nordre vange.,2,https://runer.ku.dk/q.php?p=runer/genstande/genstand/1006,Indskriften er ristet ind i kridtstenen og hører derfor nok til kirkens ældste fase.,Restaurering af kirken.,Kirken (menighedsrådet),"In situ. Indskriften er ved en forglemmelse blevet glemt i indskriftfortegnelsen i Moltke 1985, men er nævnt i en  fodnote i Moltke 1951 (s. 58, note 1).",,,"Indskriftens første linje fortsætter med latinske bogstaver ""Lar"".",,Tre rækker over hinanden med forskellig runehøjde.,No,"Enkelt punkt, To vertikale streger, To punkter",Ældre middelalder,,Vester Tørslev-kalkristning 1,https://cms.ku.dk/bootstrap/images/branding/faelles.svg; https://runer.ku.dk/projects/runer/RunerKUdk_userfiles/image/ImgCache/1006/rune06b_144.jpg,2,runer_ku_images\1006_0.jpg; runer_ku_images\1006_1.jpg,0,
1007,Vester Tørslev-kalkristning 2MJy 54,MJy 54,,Kalkristning,Andet,Kalkpuds,1250-1400,Nogenlunde Sikker,140610: Vester Tørslev,Sikker,1949,as(y)-...,,Indskriften er for ødelagt til at kunne tolkes.,,Middelalder (M),Sikker,Utolket,På den sydlige halvdel af triumfmurens vestside.,3,https://runer.ku.dk/q.php?p=runer/genstande/genstand/1007,"Indskriften er ristet i et kalkmaleri, som er stilhistorisk dateres til sidste halvdel af 1200-tallet. Indskriften er enten ristet i forbindelse med kalkmaleriets tilblivelse eller senere.",Restaurering af kirken.,Kirken (menighedsrådet),"In situ. Indskriften er ved en forglemmelse blevet glemt i indskriftfortegnelsen i Moltke 1985, men er nævnt i en  fodnote i Moltke 1951 (s. 58, note 1).",Højre side af indskriften er dækket af nyere reparation af kalkmaleriet.,,Oven for indskriften ses et forsøg på at efterligne den her omtalte.,,Lineær.,Yes,Ingen skilletegn,Højmiddelalder,,Vester Tørslev-kalkristning 2,https://cms.ku.dk/bootstrap/images/branding/faelles.svg; https://runer.ku.dk/projects/runer/RunerKUdk_userfiles/image/ImgCache/1007/vester_tørslev-kridtkvadergraffiti4-lille.JPG; https://runer.ku.dk/projects/runer/RunerKUdk_userfiles/image/ImgCache/1007/vester_tørslev-kridtkvadergraffiti-lille.JPG,3,runer_ku_images\1007_0.jpg; runer_ku_images\1007_1.jpg; runer_ku_images\1007_2.jpg,0,
119,Vester Tørslev-stenMJy 52,MJy 52,73,Runesten,Sten,Granit,970-1020,Nogenlunde Sikker,140610: Vester Tørslev,Sikker,1870,: hala : risþi : stin : | : þąnsi : | litu : sun : i | ft : ąslf : bruþur : sin :,,"Halle rejste denne sten, Lettes søn, efter Asulv(?), sin broder.","Hella(?), Létta's(?) son, raised this stone in memory of Ásulfr/Ásleifr, his brother.","Vikingetid (V), Vikingetid (V)",Sikker,Olddansk,På stenens bredside.,2,https://runer.ku.dk/q.php?p=runer/genstande/genstand/119,Sprog- og runetypologisk datering.,"Stenen blev fundet i Gettrup på en mark ved vejen mellem V. Tørslev og Gettrup, lidt nord for Glenstrup Sø.",Kirken (menighedsrådet),I våbenhuset i Vester Tørslev Kirke.,,,"Der er ikke linjeskift i andenlinjen efter skilletegnet efter þąnsi; men litu sun står på hovedet og runerne læses venstrevendt i forhold til þąnsi. Det kan diskuteres, om der bør linjedeles i|ft eller |ift. Wimmer og DR antager, at der er en rammmelinje nederst efter sun : og ingen rammelinje i midterlinjen, som da begynder med en i-rune. Men skilletegnsanbringelsen tyder på, at der bør deles : i | ft :,og at rammen er lukket forneden i alle runebåndene.","14-16,5 cm","Parallelordning med blandet linjefølge. Først yderste højre tekstbånd nedefra og op, så ydre venstre tekstbånd bustrofedon oppefra og ned og sidst midterbåndet nedefra og op.",Yes,To vertikale streger,Yngre vikingetid,,Vester Tørslev-sten,https://cms.ku.dk/bootstrap/images/branding/faelles.svg; https://runer.ku.dk/projects/runer/RunerKUdk_userfiles/image/ImgCache/119/vester_tørslev-dr124-front-lille.JPG,2,runer_ku_images\119_0.jpg; runer_ku_images\119_1.jpg,0,
87,Vester Velling-gravstenMJy 26,MJy 26,,Gravsten,Sten,Granit,1100-1250,Nogenlunde Sikker,130714: Vester Velling,Sikker,1838,: loþæns : (g)raf :,,Loddens grav.,Loðinn's grave.,Middelalder (M),Sikker,Gammeldansk,På gravstenens overside i toppen.,2,https://runer.ku.dk/q.php?p=runer/genstande/genstand/87,Stilhistorisk og runetypologisk.,Stenen blev fundet på sin nuværende plads vandret indmuret en halv meter over jorden og ca. 27 cm fra tårnets vestmur i Vester Velling kirketårns sydside.,Kirken (menighedsrådet),Indmuret i kirketårnets sydmur.,God.,,,"8-9,4 cm",Fra venstre mod højre.,Yes,"Kort vertikal streg, To punkter",Ældre middelalder,,Vester Velling-gravsten,https://cms.ku.dk/bootstrap/images/branding/faelles.svg; https://runer.ku.dk/projects/runer/RunerKUdk_userfiles/image/ImgCache/87/rune06b_150.jpg,2,runer_ku_images\87_0.jpg; runer_ku_images\87_1.jpg,0,
943,Vesterborg-gravstenSyd 7,Syd 7,,Gravsten,Sten,Ubestemt,1600-1700,Nogenlunde Sikker,070412: Vesterborg,Sikker,,anteyi(g),,Næppe sprogligt meningsgivende.,...,Eftermiddelalderlig,Sikker,Utolket,Sekundært. I kanten af cirklen i øverste venstre hjørne,3,https://runer.ku.dk/q.php?p=runer/genstande/genstand/943,Sprog- og runetypologisk datering.,Ukendt.,Kirken (menighedsrådet),,Den meget afslidte renæssanceligsten har sekundært fået en runeindskrift i et af de fire cirkelrelieffer i hjørnerne.,,"Læsning usikker, *stuprune g er meget problematisk, uvist om rune 5 står for y eller R/r.
Indskriften på et papaftryk er gengivet spejlvendt.",,Oppefra nedefter.,Yes,Ingen skilletegn,Renæssance el. nyere tid,,Vesterborg-gravsten,https://cms.ku.dk/bootstrap/images/branding/faelles.svg; https://runer.ku.dk/projects/runer/RunerKUdk_userfiles/image/ImgCache/943/rune06b_118.jpg; https://runer.ku.dk/projects/runer/RunerKUdk_userfiles/image/ImgCache/943/rune06b_119.jpg,3,runer_ku_images\943_0.jpg; runer_ku_images\943_1.jpg; runer_ku_images\943_2.jpg,0,
378,Vestermarie-sten 1Bh 38,Bh 38,118,Runesten,Sten,Sandsten,1075-1125,Sikker,060305: Vestermarie,Sikker,1819,...-m : bruþ(i)m : ...(a)im : raist- : kumbl : þitsi : (a)-... | ... (u)k : afteR : as--l : bruþuR : sin : guþ : hi...,,"..., Broder, de rejste dette *kuml e(fter) ... og efter Es(ki)l, deres broder. Gud hjælpe ...","... Bróðir, they raised this monument ... and in memory of Áskell, their brother. God help ...",Senvikingetid (V),Sikker,Olddansk,På stenens bredside.,2,https://runer.ku.dk/q.php?p=runer/genstande/genstand/378,Runestenen hører til gruppen af bornholmske sten fra overgangsperioden. Typologisk betragtet hører den til blandt de sene i gruppen.,"Fundet som trappetrin uden for en selvejergård i sognet. Den blev købt i 1851 og flyttet til Vestermarie kirkes våbenhus sammen med Vestermarie-sten 2 (Bh 39). L. Wimmer lod stenen tegne i 1879 og på daværende tidspunkt manglede det øvre højre hjørne ikke. Fragmentet mangler imidlertid i 1893, hvor L. Wimmer undersøgte stenen.",Kirken (menighedsrådet),Runestensanlægget på Vestermarie Kirkegård sydvest for kirketårnet sammen med de fem øvrige Vestermarie-sten (Bh 39-43).,"Begge nedre hjørner af stenen er afslået. Et stykke af indskriftfladen i venstre side mangler. Desuden mangler det øvre højre hjørne, som er afslået mellem 1879 og 1893. Stenen er blevet restaureret i slutningen i perioden 1986-90. Før da var bevaringstilstanden dårlig dels grundet tidligere reparationer.",Indskriftens rejser- og sjæleformel kan let identificeres trods lakuner.,"De to m-runer i sekvensen ""bruþ(i)m : ...(a)im"" må antages at være R-runer, der er vendt på hovedet (stupruner). Usikkerhed i brugen af R-runen viser akkusativformen ""bruþuR"".","7,2-11 cm",Indskriften er indfattet i to rammebånd og er konturordnet. Det ydre rammebånds indre rammestreg fungerer som ydre rammestreg i det indre rammebånd. Indskriften begynder nederst til venstre i det ydre rammebånd. Indskriften fortsætter i det indre rammebånd også her nederst til venstre.,No,"Enkelt punkt, To punkter",Ældre middelalder,,Vestermarie-sten 1,https://cms.ku.dk/bootstrap/images/branding/faelles.svg; https://runer.ku.dk/projects/runer/RunerKUdk_userfiles/image/ImgCache/378/rune06b_135.jpg,2,runer_ku_images\378_0.jpg; runer_ku_images\378_1.jpg,0,
379,Vestermarie-sten 2Bh 39,Bh 39,459,Runesten,Sten,Sandsten,1025-1075,Sikker,060305: Vestermarie,Sikker,1847,þurstin : uk (:) suin : raistu : abtiR : alfuin : faþur sin : uk abtiR : þurlak : b(r)uþu(r) sin : kuþ hialbi ąnt : þaiRa : uk-þ(s) muþiR,,Thorsten og Svend rejste (stenen) efter Alvin deres fader og efter Thorlak deres broder. Gud og Guds moder hjælpe deres ånd.,"Þorsteinn and Sveinn raised in memory of Alfvin/Ǫlfun, their father, and in memory of Þorlakr, their brother. May God and God's mother help their spirits.",Senvikingetid (V),Sikker,Olddansk,På stenens bredside.,2,https://runer.ku.dk/q.php?p=runer/genstande/genstand/379,Runestenen hører til gruppen af bornholmske sten fra overgangsperioden. Typologisk betragtet hører den til blandt de ældre sten i gruppen.,Fundet på en selvejergård i Vestermarie sogn i 1847. Købt i 1851 sammen med Vestermarie-sten 1 (Bh 38) og flyttet til Vestermarie kirkes våbenhus.,Kirken (menighedsrådet),"Runestensanlægget på Vestermarie Kirkegård sydvest for kirketårnet sammen med de fem øvrige Vestermarie-sten (Bh 38, 40-43).",Bevaringstilstanden er jævn. Der er begyndende afskalninger på indskriftsiden (forsiden) og revnedannelser på bagsiden.,,"Der er brugt både ensidige og gennemstregede a- og n-runer. Den generelle brug af u-runerne for o rimeliggør en læsning ""ąnt"" fremfor ""ont"". Runen er ensidig med højrevendte bistave. I indskriftens tredje- og næstsidste ord dobbeltlæses k-runen i ""uk-þ(s)"" så der læses ""ok"" og ""G[u]þs"".",9-16 cm,Indskriften er konturordnet og drejer i en spiralbevægelse ind mod midten. Indskriften begynder (atypisk) nederst i højre side.,No,"Enkelt punkt, Et kryds",Overgangen vikingetid/middelalder,,Vestermarie-sten 2,https://cms.ku.dk/bootstrap/images/branding/faelles.svg; https://runer.ku.dk/projects/runer/RunerKUdk_userfiles/image/ImgCache/379/rune06b_127.jpg,2,runer_ku_images\379_0.jpg; runer_ku_images\379_1.jpg,0,
380,Vestermarie-sten 3Bh 40,Bh 40,460,Runesten,Sten,Sandsten,1075-1125,Sikker,060305: Vestermarie,Sikker,1875,kilinR : r(e)isti ...(u)þur : sin : kuþ : hiabi : s(i)ol : has :,,Gilling rejste ... sin broder. Gud hjælpe hans sjæl.,Gillingr raised ... his brother. May God help his soul.,Senvikingetid (V),Sikker,Olddansk,På stenens bredside.,2,https://runer.ku.dk/q.php?p=runer/genstande/genstand/380,Runestenen hører til gruppen af bornholmske sten fra overgangsperioden. Typologisk betragtet hører den til blandt de sene sten i gruppen.,Fundet som overgang over en lille bæk på Højlyngen tæt på Almindingen og Enesbjerg. 1876 blev stenen flyttet til Vesteremarie kirkes kirkegård.,Kirken (menighedsrådet),"Runestensanlægget på Vestermarie Kirkegård sydvest for kirketårnet sammen med de fem øvrige Vestermarie-sten (Bh 38,39,41-43).",Den øverste del af stenen er afslået og mangler. Stenen er restaureret i perioden 1986-90. Før denne var bevaringstilstanden dårlig; der var åbne revnedannelser ved toppen i lagdelingen og begyndende afskalninger på indskriftsiden (forsiden). Indskriftfladen er erroderet.,"Indskrifttypen følger den bornholmske hovedtype; *rejserformel efterfulgt af *sjæleformel. Personnavnet Gilling kendes i vestnordisk som mytisk navn, men er i øvrigt ubelagt.","Indskriften viser brug af nominativ-R og der er skrevet ei for ældre ai i ""r(e)isti"". o-runen er ensidig og har højrevendte bistave.","8,2-12,5 cm","Indskriften er indfattet i et rammebånd med ydre og indre rammestreg. Selvom toppen mangler, kan det anses for sikkert, at indskriften har været konturordnet. Indskriften begynder nederst til venstre og afsluttes i midten, hvor rammebåndet drejer i en spiral ind mod midten.",No,To punkter,Ældre middelalder,,Vestermarie-sten 3,https://cms.ku.dk/bootstrap/images/branding/faelles.svg; https://runer.ku.dk/projects/runer/RunerKUdk_userfiles/image/ImgCache/380/rune06b_131.jpg,2,runer_ku_images\380_0.jpg; runer_ku_images\380_1.jpg,0,
381,Vestermarie-sten 4Bh 41,Bh 41,461,Runesten,Sten,Sandsten,1050-1150,Sikker,060305: Vestermarie,Sikker,1883,suain ... (a)uk : tul(i) : auk : uifriþr : þau : lika : un...R : þi... (s)(t)ain,,"Svend ... og Tole og Vefrid, de ligger under ... sten.","Sveinn ... and Tóli and Véfríðr, they lie under ... stone.",Middelalder (M),Sikker,Gammeldansk,På stenens bredside.,3,https://runer.ku.dk/q.php?p=runer/genstande/genstand/381,"Runestenen hører til gruppen af bornholmske sten fra overgangsperioden. Rune- og sprogtypologisk betragtet hører den til blandt de tidlige sten i gruppen, mens selve formeltypen normalt henføres til middelalderen efter ca. 1100.","Stenen blev fundet i hel stand i forbindelse med en udgravning af Vestermarie kirke i 1883. Stenen lå med indskriftsiden nedad, og runerne blev først opdagedet, da stenen var kløvet i mange stykker. Flere stenstykker blev først fundet nogle år senere. Seks stykker blev urigtigt sat sammen med cement, mens det syvende blev henlagt som hørende til en anden sten. Wimmer påviste dog sammenhørigheden i 1895. Det løse stykke forsvandt i en periode, men blev genfundet i 1931.",Kirken (menighedsrådet),"De syv fragmenter er ikke længere cementeret sammen, men i stedet anbragt vandret på jorden i runestensanlægget på Vestermarie Kirkegård sydvest for kirketårnet sammen med de fem øvrige Vestermarie-sten (Bh 38-40,42,43).",Runestenen består af syv fragmenter. Stenen blev retaureret i perioden 1986-90. Bevaringstilstanden før denne var dårlig dels grundet tidligere reperationer.,"Indskriften er en *'her ligger'-formel, der må kædes sammen med den romanske ligstenstradition.",,"7,5-11,8 cm",Indskriften er indfattet i et rammebånd med ydre og indre rammestreg og er konturordnet.,No,Enkelt punkt,Ældre middelalder,,Vestermarie-sten 4,https://cms.ku.dk/bootstrap/images/branding/faelles.svg; https://runer.ku.dk/projects/runer/RunerKUdk_userfiles/image/ImgCache/381/rune06b_124.jpg; https://runer.ku.dk/projects/runer/RunerKUdk_userfiles/image/ImgCache/381/rune06b_121.jpg,3,runer_ku_images\381_0.jpg; runer_ku_images\381_1.jpg; runer_ku_images\381_2.jpg,0,
