id,name,dk_number,sb_number,type,material_main,material_sub,dating,dating_certainty,find_place,find_place_certainty,find_year,transliteration,transcription,translation_danish,translation_english,rune_typology,rune_typology_certainty,language_type,inscription_placement,images_count,url,dating_comment,find_circumstances,owner_institution,storage_location,condition,translation_comment,reading_comment,rune_height,script_arrangement,ornamented,separator_type,archaeological_period,other_number,title,images_urls,local_images_count,local_images_paths,literature_count,literature_refs
465,"Eskatorp-brakteatSk IK 241,1","Sk IK 241,1",,Brakteat,Metal,Guld,450-540,Nogenlunde Sikker,SV4201: Fjärås,Sikker,1964-66,fahid(e) iuilaidi(u)(i)igaR e=erilaR,,Malede ... eril.,The eril ... coloured,Urnordisk (U),Sikker,Urnordisk,"Indskriften er placeret i et randbånd, omkransende brakteatens motiv.",3,https://runer.ku.dk/q.php?p=runer/genstande/genstand/465,,"Brakteaten er et løsfund, som dukkede op ved gravearbejde i 1867.",Historiska museet,,"God, men ridser i overfladen og er let bulet.",,,,Højrevendt.,Yes,Ingen skilletegn,Ældre germansk jernalder,,Eskatorp-brakteat,"https://cms.ku.dk/bootstrap/images/branding/faelles.svg; https://runer.ku.dk/projects/runer/RunerKUdk_userfiles/image/ImgCache/465/Väsby 241,2.jpg; https://runer.ku.dk/projects/runer/RunerKUdk_userfiles/image/ImgCache/465/Eskatorp 241,1.jpg",3,runer_ku_images\465_0.jpg; runer_ku_images\465_1.jpg; runer_ku_images\465_2.jpg,0,
748,Farsø-stenNJy 50,NJy 50,302,Runesten,Sten,Granit,970-1020,Sikker,120204: Farsø,Sikker,1955,: tu(s)(t)i : uk : ąsbiurn : rsþu : stin : þąnsi : (a)ft : tufa : bruþur |: (s)(i)(n) / --- : ...,,"Toste og Asbjørn rejste denne sten efter Tue, (deres) bror/(...)","Tosti and Ásbjǫrn raised this stone in memory of Tófi, (their) brother/...","Vikingetid (V), Vikingetid (V)",Sikker,Olddansk,På stenens ene bredside.,2,https://runer.ku.dk/q.php?p=runer/genstande/genstand/748,"bevaring af nasalt a, ""aft"" for det yngre ""aftiR"", men dog tilsyneladende gennemført monoftongering, og den snegleformede indskriftsordning.","Stenen blev fundet 1955 under våbenhusets flisegulv i forbindelse med restaureringsarbejder. Stenen havde ligget som tærskelsten foran norddøren. Det øverste højre stykke af stenen var slået af ved opdagelsen, men et lille fragment af stenen med enkelte runer blev snart efter fundet i nærheden.",Kirken (menighedsrådet),Våbenhuset.,"Overfladen er præget af forvitring, hvilket vanskeliggør læsningen, og gennem skibsristningen løber der en dyb revne.",,Læseretningen  i den delvis ødelagte tilføjelse er usikker på grund af bruddet.,Ca. 13 cm,"Konturorden begyndende i nederste højre hjorne. Sidste del af indskriften løber i et indskriftbånd i midten nedefra og op, med en fortsættelse uden for rammen med en ny rammestreg.",Yes,To punkter,Yngre vikingetid,EM85;523B,Farsø-sten,https://cms.ku.dk/bootstrap/images/branding/faelles.svg; https://runer.ku.dk/projects/runer/RunerKUdk_userfiles/image/ImgCache/748/rune02b_160.jpg,2,runer_ku_images\748_0.jpg; runer_ku_images\748_1.jpg,0,
441,Faxe-brakteat a-cSj IK 101a-c,Sj IK 101a-c,,Brakteat,Metal,Guld,450-540,Nogenlunde Sikker,050302: Faxe,Sikker,1827,foslau,,...,...,Urnordisk (U),Sikker,Urnordisk,Indskriften er placeret til højre for det større menneskehoved; op langs den højre randkant.,3,https://runer.ku.dk/q.php?p=runer/genstande/genstand/441,,"Tre, både på for- og bagside, stempel-identiske A-brakteater som tilhører et depot fundet på en eng nær Kongsvad å i 1827. Alle tre er hæftet på en lang rør-agtig holder (Hauck et al. 1985:Bd.1:180).",Nationalmuseet,,God,,,,Venstrevendt,Yes,Ingen skilletegn,Ældre germansk jernalder,,Faxe-brakteat a-c,https://cms.ku.dk/bootstrap/images/branding/faelles.svg; https://runer.ku.dk/projects/runer/RunerKUdk_userfiles/image/ImgCache/441/Faxe-Kongsvad å 101.jpg; https://runer.ku.dk/projects/runer/RunerKUdk_userfiles/image/ImgCache/441/1Faxe-Kongsvad å 101.jpg,3,runer_ku_images\441_0.jpg; runer_ku_images\441_1.jpg; runer_ku_images\441_2.jpg,0,
438,Femø-brakteatSyd IK 340,Syd IK 340,,Brakteat,Metal,Guld,450-540,Nogenlunde Sikker,070306: Femø,Sikker,1906,ek fakaR f,,Jeg FakaR malede(?).,I FakaR coloured(?).,Urnordisk (U),Sikker,Urnordisk,"Startende øverst ved hårpragten løber indskriften med rammelinier langs randen til venstre, hvor øverste rammelinie sammenfalder i en prik med dyrets udstrakte tunge.",2,https://runer.ku.dk/q.php?p=runer/genstande/genstand/438,,"Brakteaten er et løsfund gjort i vandet ud for Sønderby på Femø i 1906. Brakteaten blev fundet omkring 60 m fra kysten på 1,2 m dybde.",Nationalmuseet,,God stand,Illustration: IK,,,Venstrevendt,Yes,Ingen skilletegn,Ældre germansk jernalder,IK 340,Femø-brakteat,https://cms.ku.dk/bootstrap/images/branding/faelles.svg; https://runer.ku.dk/projects/runer/RunerKUdk_userfiles/image/ImgCache/438/Femø 340.jpg,2,runer_ku_images\438_0.jpg; runer_ku_images\438_1.jpg,0,
140,Ferslev-sten 1NJy 43,NJy 43,48,Runesten,Sten,Granit,970-1020,Nogenlunde Sikker,120102: Ferslev,Sikker,1654,(t)uki : sati : stin : þąnsi : aft : | : ąsta : sun : sin : lutaris : sun,,"Toke(?), {lutaris}'s søn, satte denne sten efter Asti sin søn.","Tóki(?), {lutaris}'s son, placed this stone in memory of Ásti, his son.","Vikingetid (V), Vikingetid (V)",Sikker,Olddansk,Uvist,2,https://runer.ku.dk/q.php?p=runer/genstande/genstand/140,Rune- og sprogtypologisk datering,"Stenen er omtalt tidligst af *Meier 1654. Den sad dengang tilhugget som byggeemne i Ferslev kirkes triumfmur, den blev udtaget i 1878, men senere indmuret i våbenhuset.",Kirken (menighedsrådet),Ferslev kirkes våbenhus.,Stenen er et fragment.,,,"9-10,8 cm",Bustrofedon. Indskriften starter ved den medtagne t-rune.,No,To punkter,Yngre vikingetid,,Ferslev-sten 1,https://cms.ku.dk/bootstrap/images/branding/faelles.svg; https://runer.ku.dk/projects/runer/RunerKUdk_userfiles/image/ImgCache/140/rune02b_162.jpg,2,runer_ku_images\140_0.jpg; runer_ku_images\140_1.jpg,0,
141,Ferslev-sten 2†NJy 44,NJy 44,,Runesten,Sten,Ubestemt,1050-1300,Nogenlunde Sikker,120102: Ferslev,Sikker,1841,[...sti : runar : þ(e)...],,... ristede runer ...,... carved runes ...,Ubestemt,Sikker,Olddansk,På fragmentets ene side.,2,https://runer.ku.dk/q.php?p=runer/genstande/genstand/141,Rune- og sprogtypologisk datering.,Fundet i præstegårdens dige.,Ikke valgt,Fragmentet blev forgæves eftersøgt af Magnus Petersen i 1870 og må anses for tabt.,,,,,Fra venstre mod højre.,No,To punkter,Ældre middelalder,,Ferslev-sten 2†,https://cms.ku.dk/bootstrap/images/branding/faelles.svg; https://runer.ku.dk/projects/runer/RunerKUdk_userfiles/image/ImgCache/141/ferslev-sten 2-red.jpg,2,runer_ku_images\141_0.jpg; runer_ku_images\141_1.jpg,0,
830,Fjelie-kvaderstenSk 76,Sk 76,,Bygningssten,Sten,Sandsten,1100-1200,Sikker,SV1907: Fjelie,Sikker,1985,olaf : ri,,Olaf ristede.,Ólafr carved.,Middelalder (M),Sikker,Gammeldansk,I kvaderstenens længderetning.,2,https://runer.ku.dk/q.php?p=runer/genstande/genstand/830,,Fundet af Barbro Sundnér i Fjelie kirke.,Kirken (menighedsrådet),Stenen sidder på sin oprindelige plads i åbningen mellem vesttårn og langhusloft.,God.,,Skilletegnet er udformet som et dobbeltkors.,Ca. 12 cm,Lineær.,No,Et kors,Ældre middelalder,FV1990;30,Fjelie-kvadersten,https://cms.ku.dk/bootstrap/images/branding/faelles.svg; https://runer.ku.dk/projects/runer/RunerKUdk_userfiles/image/ImgCache/830/rune02b_165.jpg,2,runer_ku_images\830_0.jpg; runer_ku_images\830_1.jpg,0,
972,Fjenneslev-kvaderstenSj 61,Sj 61,19,Bygningssten,Sten,Kridtsten/kalksten,1100-1350,Nogenlunde Sikker,040104: Fjenneslev,Sikker,1979,+ sasur : ris-,,Sasser ristede/rejste...,Sasser inscribed.../raised...,Middelalder (M),Nogenlunde Sikker,Olddansk,Langs kvaderstenens ene smalside.,2,https://runer.ku.dk/q.php?p=runer/genstande/genstand/972,Et latinsk kors med punktformede udvidelser peger mod højmiddelalder.,"Et genbrugt kvaderstensfragment med runer blev i 1979 indleveret til Sorø museum og derefter undersøgt af Nationalmuseet. Det stammer fra en gård, der var brændt i 1950'erne, ifølge ejeren, Orla Petersen, har stenen siddet i indermuren i et svinehus, som var bygget af hans bedstefar, delvis af genbrugt materiale fra kirkens tårne efter en restaurering af Fjenneslev kirkes vestende i midten af 1900-tallet. I DR er efterretninger om en anden runeindskrift (udover Fjenneslev-sten) kort omtalt, men afvist som ubegrundede.",Ikke valgt,Sorø museum.,God.,"Indskriften blev af Moltke opfattet som en kopi af begyndelsen af runeindskriften på Sj 60 Fjenneslev-sten 1 (idet han læste risþ...). Han foreslog, at indskriften kan have fortsat over en nabokvadersten (1982 s. 6).",Den sidste rune i kanten kan opfattes som et skadet t eller som þ.,"2,5-3,8 cm",,Yes,"Et kors, To punkter",Højmiddelalder,,Fjenneslev-kvadersten,https://cms.ku.dk/bootstrap/images/branding/faelles.svg; https://runer.ku.dk/projects/runer/RunerKUdk_userfiles/image/ImgCache/972/rune02b_176.jpg,2,runer_ku_images\972_0.jpg; runer_ku_images\972_1.jpg,0,
234,Fjenneslev-stenSj 60,Sj 60,20,Runesten,Sten,Granit,1000-1050,Nogenlunde Sikker,040104: Fjenneslev,Sikker,Ca. 1830,+ sasur : risþi : stin : an : karþi : bru :,,Sasser rejste stenen og gjorde (dvs. byggede) broen.,Sassurr raised the stone and made the bridge.,Senvikingetid (V),Nogenlunde Sikker,Olddansk,Indskriften løber oven fra stenens top og nedefter på smalsiden.,3,https://runer.ku.dk/q.php?p=runer/genstande/genstand/234,"I Danmarks Runeindskrifter er dateringen angivet til efter Jelling eller muligvis før middelalder. Stenen anses for at være en overgangssten. Runerne er vikingetidsruner, men en usædvanlig læseretning peger mod tidlig middelalder. I Danske Runemindesmærker angives dateringen til ca. 1030.",Runestenen blev fundet under nedrivning af kirkegårdsdiget og henlagt på kirkegården. Omkring 1910 blev stenen genrejst samme sted.,Kirken (menighedsrådet),"Fredet i 1982 og er genrejst på Fjenneslev Kirkes kirkegård, hvor den står tilgængelig for offentligheden.",God.,"Indskriften er en rejserformel og omhandler *brobygning. Brobyggerformler er især kendt fra svensk område, men der findes et par andre sikre eksempler fra dansk område (Sandby-sten 3 og Källstorp-sten (Jordberga-sten).",,"6,5-9 cm",Lineær.,Yes,"Et kors, To punkter",Yngre vikingetid,,Fjenneslev-sten,https://cms.ku.dk/bootstrap/images/branding/faelles.svg; https://runer.ku.dk/projects/runer/RunerKUdk_userfiles/image/ImgCache/234/rune02b_174.jpg; https://runer.ku.dk/projects/runer/RunerKUdk_userfiles/image/ImgCache/234/rune02b_171.jpg,3,runer_ku_images\234_0.jpg; runer_ku_images\234_1.jpg; runer_ku_images\234_2.jpg,0,
1042,Fjärestad-brakteatSk IK 55,Sk IK 55,,Brakteat,Metal,Guld,450-540,Nogenlunde Sikker,SV1207: Fjärestad,Sikker,1949,ota,,'ota','ota',Ubestemt,Sikker,Urnordisk,"Indskriften er placeret øverst til venstre, over dyrets horn og ud for hårpragten med en nedre rammelinie.",2,https://runer.ku.dk/q.php?p=runer/genstande/genstand/1042,,"For de nærmere fundomstændigheder henvises generelt til Danmarks Runeindskrifter 1941-42 og for nyere fund Hauck et. al.: Die Goldbrakteaten der Völkerwanderungszeit. Ikonographischer Katalog 1-3, (IK), 1985-89 (uafsluttet).",Historiska museet,,,"Indskriften behandles tilsyneladende ikke i Moltke 1985, ""Runes and Their Origin"".",,,Venstrevendt,Yes,Ingen skilletegn,Ældre germansk jernalder,,Fjärestad-brakteat,https://cms.ku.dk/bootstrap/images/branding/faelles.svg; https://runer.ku.dk/projects/runer/RunerKUdk_userfiles/image/ImgCache/1042/Fjärestad 55.jpg,2,runer_ku_images\1042_0.jpg; runer_ku_images\1042_1.jpg,0,
127,Flejsborg-stenNJy 64,NJy 64,72,Runesten,Sten,Granit,970-1020,Nogenlunde Sikker,120804: Flejsborg,Sikker,1851,þurkal : sati : stia : aft : ... sun : faþur : sin :,,"Thorkil(?) satte stenen efter ..., N.N.s søn, sin fader.","Þorkell placed the stone in memory of ... ... son, his father.","Vikingetid (V), Vikingetid (V)",Sikker,Olddansk,På stenen bredside.,2,https://runer.ku.dk/q.php?p=runer/genstande/genstand/127,Rune- og sprogtypologisk datering.,"Fundet under klokkestablen på kirkens østre side, delvis dækket af træværket.",Kirken (menighedsrådet),Våbenhuset.,Toppen af stenen er slået af.,,Lakunen skyldes det manglende stykke ved den afslåede top. At dømme efter den den begyndende indbøjning af rammelinjerne må såvel afdødes som afdødes fars navne have været korte.,7-11 cm,"Indskriften, der følger stenens kant (konturordning), begynder forneden i højre side forneden og slutter midt på stenens venstre side. Der er ingen rammelinjer.",No,To punkter,Yngre vikingetid,,Flejsborg-sten,https://cms.ku.dk/bootstrap/images/branding/faelles.svg; https://runer.ku.dk/projects/runer/RunerKUdk_userfiles/image/ImgCache/127/rune02b_181.jpg,2,runer_ku_images\127_0.jpg; runer_ku_images\127_1.jpg,0,
188,Flemløse-sten 1Fyn 2,Fyn 2,73,Runesten,Sten,Granit,700-800,Nogenlunde Sikker,080205: Flemløse,Sikker,før 1598,Aft ruulf stątR | [st]Ain sAsi is uAs nu|Ra kuþi satu su[niR aftiR | ąuAiR faaþi],,"Efter Roulv står denne sten. Han var {nuRa}-*gode, sønnerne satte (den) efter. Åver malede (ristede).",In memory of Hróðulfr stands this stone; he was {nuRa}-priest/chief. Sons placed in memory. Ávarr coloured.,Tidlig vikingetid (V),Sikker,Olddansk,Stenens ene bredside.,2,https://runer.ku.dk/q.php?p=runer/genstande/genstand/188,"Ara-rune med krydsende bistave (dvs som den senere h-rune) samt med enkelt bistav, ansuR-runen med højstiddende bistave, og /R/ er bevaret efter dental.","Stenen blev iflg. håndskriftet Fynske Antiquiteter 1606 flyttet til Flemløse kirkegård af sognepræst Thomas Nafnsen, der var sognepræst i Flemøse 1553-1598 fra en høj ""tvært over for Lammemose have"". Stenen blev siden kløvet og indsat i kirkegårdsmuren, men udtaget af Frederik VII i 1842 og ført til Frederiksgave senere i 1854 til Jægerspris. Stenen blev fredet i 1982.",Kong Frederik den Syvendes Stiftelse paa Jægerspris,Står i parken ved Jægerspris Slot ca. 20 m nord for foden af grevinde Danners gravhøj med stednr. og sb. nr. 010201:337 og med fredningsnr. 292666.,"Runestenen er generelt godt bevaret, men der er forsvundet et lille stykke af toppen i højre side, så der mangler to runer øverst i anden og otte i tredje linje samt hele fjerde linje, men de kan med sikkerhed indsættes på grundlag af ældre tegninger.","Samhørighed med Avnslev (DK Fyn 48), Flemløse 2 (DK Fyn 3), Helnæs (DK Fyn 8). Samme rister og *risterformel som Helnæs: Åver malede. Om kommentarer personbetegnelsen ""gode"", se Helnæs, DK Fyn 8.",Sidste del af indskriften (i kantet parentes) kendes fra tidligere aftegninger af stenen og kan således ikke ses på stenen i dag. To forskellige varianter af ara-runen.,11-16 cm,Indskriften læses nedefra og fra venstre mod højre i bustrofedon. Den tabte fjerde linje læses nedefra.,No,Ingen skilletegn,Overgangen germansk jernalder/vikingetid,,Flemløse-sten 1,https://cms.ku.dk/bootstrap/images/branding/faelles.svg; https://runer.ku.dk/projects/runer/RunerKUdk_userfiles/image/ImgCache/188/rune02b_192.jpg,2,runer_ku_images\188_0.jpg; runer_ku_images\188_1.jpg,0,
189,Flemløse-sten 2Fyn 3,Fyn 3,74,Runesten,Sten,Granit,700-800,Nogenlunde Sikker,080205: Flemløse,Sikker,Ca. 1840,ruulfR sis,,Roulv...,Hróðulfr ...,Tidlig vikingetid (V),Sikker,Olddansk,Indskriften står langs kanten på runestenens ene bredside.,2,https://runer.ku.dk/q.php?p=runer/genstande/genstand/189,"Runestenen hører nøje sammen med Avnslev (forsvundet), Flemløse 1 og Helnæs-stenene og har sandsynligvis samme datering som disse.","Runestenen lå ved opdagelsen o.1840 foran porten til en gård i Voldtofte. Der findes ingen efterretninger om, hvor stenen kan være hentet fra. I 1842 lod kronprins Frederik (VII) den flytte til Frederiksgave (Hagenskov) og i 1854 kom den til Jægerspris. Stenen blev fredet i 1982.",Kong Frederik den Syvendes Stiftelse paa Jægerspris,Står i slotsparken ved Jægerspris ca. 9 m nordvest fra foden af grevinde Danners gravhøj med stednr. og sb. nr. 010201:336 og fredningsnr. 292665.,God.,"Indskrift af nominativstypen, mandsnavn fulgt af et *trylleord, sis, en *palindrom, der læses ens forfra og bagfra. Beslægtet med Helnæs-sten (DK Fyn 8), Flemløse-sten 1 (DK Fyn 2) og Avnslev-sten (DK Fyn 48).",,12-15 cm,Indskriften uden rammestreger skal læses fra venstre mod højre nedefra og op.,No,Ingen skilletegn,Overgangen germansk jernalder/vikingetid,,Flemløse-sten 2,https://cms.ku.dk/bootstrap/images/branding/faelles.svg; https://runer.ku.dk/projects/runer/RunerKUdk_userfiles/image/ImgCache/189/rune06b_206.jpg,2,runer_ku_images\189_0.jpg; runer_ku_images\189_1.jpg,0,
314,Flädie-indskrift†Sk 77,Sk 77,,Kalkristning,Andet,Ubestemt,,Sikker,SV1908: Flädie,Sikker,1884,[þr-s : nstn--ut=u | -r- þi],,Utolket.,...,Middelalder (M),Sikker,[fejl],,2,https://runer.ku.dk/q.php?p=runer/genstande/genstand/314,,"Indskriften kom til syne under nedrivning af Flädie kirke, bag hvælvet og må være fra før opførelsen af dette.",Ikke valgt,Tabt.,Der eksistere kun en aftegning af runerne af C. A. Ljunggren.,,,,,No,Enkelt punkt,Middelalder,,Flädie-indskrift†,https://cms.ku.dk/bootstrap/images/branding/faelles.svg; https://runer.ku.dk/projects/runer/RunerKUdk_userfiles/image/ImgCache/314/rune02b_193.jpg,2,runer_ku_images\314_0.jpg; runer_ku_images\314_1.jpg,0,
1008,Fosie-blyamuletSk 139,Sk 139,,Amulet,Metal,Bly,1050-1250,Nogenlunde Sikker,SV1504: Fosie,Sikker,2004,Side A þąhR Side B hinum,,Utolket.,...,"Vikingetid (V), Vikingetid (V)",Sikker,Utolket,På begge sider af genstanden i længderetningen.,1,https://runer.ku.dk/q.php?p=runer/genstande/genstand/1008,Amuletten er fundet i et lag fra ældre middelalder.,Arkæologisk udgravning.,Malmö Kulturmiljö,,,,Læsningen er meget usikker. Har ikke været til runologisk bedømmelse endnu.,,Lineær.,No,Usikkert skilletegn,Ældre middelalder,,Fosie-blyamulet,https://cms.ku.dk/bootstrap/images/branding/faelles.svg,1,runer_ku_images\1008_0.jpg,0,
258,Fosie-stenSk 67,Sk 67,,Runesten,Sten,Granit,970-1020,Nogenlunde Sikker,SV1504: Fosie,Sikker,o. 1627,as(b)iarn : risþi (:) stin : þan(s)i : aftiR : tuark : filaka : sin : trik : kuþan,,"Esbern rejste denne sten efter sin fælle Dværg, en god dreng.","Ásbjǫrn raised this stone in memory of Dvergr, his partner, a good ""drengr"".","Vikingetid (V), Vikingetid (V)",Sikker,Olddansk,Ikke på stenens bredeste side.,2,https://runer.ku.dk/q.php?p=runer/genstande/genstand/258,Rune- og sprogtypologisk datering.,"Ifølge *Skonvig lå stenen omfaldet ""ved Bøndernis gildis huus"" i Fosie sogn. På *Lagerbrings tid fandtes den i ""en husmans kåltäppe"", og også *Wimmer fandt den i en køkkenhave noget nedsunket i jorden.",Ikke valgt,"Stenen er rejst i industriområdet ved Malmö i nærheden af Fosie Kirke, ved Agnesfridsvägen ved Innre Ringvägen-frakørslen mod centrum.",,,,"8,7-14 cm",Indskriften uden rammestreger begynder i stenens nederste venstre hjørne og løber i en smal bue.,No,"Et kryds, To punkter",Yngre vikingetid,,Fosie-sten,https://cms.ku.dk/bootstrap/images/branding/faelles.svg; https://runer.ku.dk/projects/runer/RunerKUdk_userfiles/image/ImgCache/258/rune02b_198.jpg,2,runer_ku_images\258_0.jpg; runer_ku_images\258_1.jpg,0,
249,Frederiksberg-amuletSj 22,Sj 22,,Amulet,Sten,Ubestemt,1050-1660,Nogenlunde Sikker,020306: København,Sikker,1866,liþ(r)s/liþ(r)(a)=(k) | funþ | R,,Næppe sprogligt meningsgivende.,,Eftermiddelalderlig,Usikker,Utolket,På stenens ene bredside.,2,https://runer.ku.dk/q.php?p=runer/genstande/genstand/249,"Indskriften har været tolket som overgangsindskrift mellem ældre og yngre runer, men synes at være en middelalderlig eller efter-middelalderlig ikke sprogligt meningsgivende amulet-indskrift.","Den lille rullesten blev fundet på en vej nær Valby og foræret til Wimmer, som i 1874 skænkede den til Nationalmuseet.",Nationalmuseet,Nationalmuseet.,,"En tolkning af indskriften som urnordisk (f. eks. Magnus Olsen) må med DR afvises (DR sp. 306). Det er en middelalderlig eller efter-middelalderlig, ikke sprogligt meningsgivende indskrift.",Læsningen usikker - if. Moltke: en blanding af kragetæer og runer.,,Lineær i 3 linjer delt af 2 streger midt på stenen.,No,Ingen skilletegn,Middelalder el. renæssance,,Frederiksberg-amulet,https://cms.ku.dk/bootstrap/images/branding/faelles.svg; https://runer.ku.dk/projects/runer/RunerKUdk_userfiles/image/ImgCache/249/rune02b_201.jpg,2,runer_ku_images\249_0.jpg; runer_ku_images\249_1.jpg,0,
10,Frøslev-pindSl 14,Sl 14,,Runestav,Træ,Ubestemt,,Usikker,220102: Bov,Sikker,1859,: gR-liR : / : -m-lim :,,Utolket indskrift.,...,Ubestemt,Usikker,Utolket,På pindens ene side.,2,https://runer.ku.dk/q.php?p=runer/genstande/genstand/10,Der er intet grundlag for en datering.,"Fundet i en gravhøj tæt ved Frøslev ved vejen til Flensborg, umiddelbart nord for rigsgrænsen. I DR anføres fundstedet som Handved Sogn, Vis Herred, Flensborg Amt, dvs. Handewitt, men iflg. Laur 2006, s. 48) er fundet gjort nord for grænsen. Frøslev hører i nutiden til Bov sogn.",Archäologisches Landesmuseum in der Stiftung Schleswig-Holsteinische Landesmuseen,"Wikinger Museum Haithabu, jf. ejerinstitution.",,Pinden kan eventuelt have været en *amulet.,"De to translitterationer afspejler, hver sin mulige datering. Urnordisk R (yr-rune) vendt med bistavene opad og middelalderrunen m har samme grafiske udtryk. Den urnordiske g-rune har ikke en grafisk pendent i middelalderen, derfor ""-"" i translitteration. Pinden kan ikke dateres, og det må stå hen i det uvisse, hvilken periode indskriften hører til. Den synes dog at være et afsluttet hele.",,Ensrettet linje.,No,Ingen skilletegn,Uvis,,Frøslev-pind,https://cms.ku.dk/bootstrap/images/branding/faelles.svg; https://runer.ku.dk/projects/runer/RunerKUdk_userfiles/image/ImgCache/10/rune02b_204.jpg,2,runer_ku_images\10_0.jpg; runer_ku_images\10_1.jpg,0,
